frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[51.42449951171875 74.56562805175781 403.83154296875 790.6505126953125],[218.28810119628906 634.7633056640625 346.12518310546875 703.9522094726562],0.4496571719646454,HC/23 42062,0.2595115217177331
